frame,x,y,z,r1,r2,r3,r4,r5,r6,r7,r8,r9
119,145.46717834472656,-245.88967895507812,-1467.838134765625,0.15849541031828598,-0.9654779246399112,0.20671618693524757,0.3882760762503923,0.25344137486909135,0.8860074255422831,-0.9078110450526793,-0.06016516049571183,0.41504127498706384
120,110.55506134033203,-177.93695068359375,-1566.9129638671875,0.11476749213684866,-0.9926743510975258,0.037763148991108345,0.4174820992117673,0.08269157550721315,0.9049148027178421,-0.9014084088726677,-0.08808936379178324,0.4239140766716817
121,113.4745864868164,-177.48318481445312,-1564.7625732421875,0.10970219246157514,-0.9926812368977314,0.05049149314799032,0.4252184802339326,0.09278508684515742,0.9003222599306768,-0.898417872171223,-0.07729740985522493,0.43228513436504523
122,111.24944305419922,-179.43490600585938,-1563.1317138671875,0.10330465429844517,-0.9938687717285348,0.039408285716230805,0.422209002086068,0.07968999952873779,0.9029889603603115,-0.9005929751878844,-0.07664442939916194,0.42785269016837035
123,109.59038543701172,-180.6886749267578,-1561.4017333984375,0.09833971814763533,-0.9946407424589249,0.03192324036501382,0.4253095083643294,0.07100837071460109,0.9022580747121913,-0.8996894586075442,-0.07515054709858465,0.4300131083365336
124,109.3219223022461,-180.4736328125,-1561.83203125,0.10118426989442068,-0.9942813531366388,0.03415163730639526,0.4211656324410045,0.07390996438854511,0.9039672710970529,-0.9013219477947387,-0.07708377240936339,0.42623566070266783
125,109.12820434570312,-180.6339111328125,-1561.0960693359375,0.10516691807327568,-0.9936748833465616,0.0393718878029221,0.41990145791088357,0.08026012956906868,0.9040138700517104,-0.9014558696837485,-0.07854003951968239,0.42568624267758914
126,3.957000732421875,-241.2366485595703,-1508.7896728515625,-0.10096026310495794,-0.9902570527135904,-0.0959061771981922,0.5674982190722532,-0.1364987060001611,0.8119814496711748,-0.8171614262944615,0.027551276037144964,0.5757500591099635
127,7.0426025390625,-238.0415802001953,-1508.3870849609375,-0.07434873892970568,-0.9949349124669492,-0.06765193991266305,0.5688448583962186,-0.09803275497878566,0.8165813529755963,-0.8190774029942155,0.022228335647400156,0.5732522211021934
128,7.0538330078125,-238.34841918945312,-1508.064453125,-0.0837319514553162,-0.9939147681047164,-0.0715709022496747,0.5683806625899391,-0.10662995492204405,0.815826865889537,-0.8184939723048095,0.02763125868777559,0.5738502686624996
129,7.1385955810546875,-238.37911987304688,-1508.0130615234375,-0.08397106563379812,-0.9938904284722606,-0.07162873953624066,0.5674660487802347,-0.1067839291958295,0.8164431859886201,-0.8191038661965115,0.0279107265531786,0.572965834692786
130,13.915168762207031,-230.91693115234375,-1510.6280517578125,-0.04209648549957267,-0.9987426178268008,-0.027222587038215687,0.5618975859839589,-0.04619556651380374,0.8259158991688369,-0.8261349700708619,0.01947185073221586,0.5631357369720719
131,14.451622009277344,-231.2950439453125,-1509.1251220703125,-0.04560706862071726,-0.998769061098637,-0.019502766059523648,0.5620490830630744,-0.04179506385129688,0.8260472146709432,-0.8258455203727768,0.026712080222501152,0.56326338532733
132,24.74340057373047,-223.72515869140625,-1513.99560546875,-0.04943431135780732,-0.9986803446662339,-0.013921854686488162,0.5422026799586886,-0.03853977078602234,0.8393634134946417,-0.8387922881775889,0.03394488540403678,0.5433923463287936
133,105.1617431640625,-225.581787109375,-1491.49267578125,-0.4078206875755767,-0.9076796752879086,-0.09899441324953932,0.3870605391603398,-0.2700585708290472,0.8816192530490016,-0.8269621670973171,0.321225738992082,0.4614624565429997
134,200.95782470703125,-235.63265991210938,-1499.2967529296875,-0.7581154646047512,-0.6395408521077005,-0.12746937205650014,0.2544741063893972,-0.4701015597769543,0.8451316185497927,-0.6004197460980442,0.608269695102946,0.5191378492413447
135,197.917236328125,-233.03965759277344,-1497.7314453125,-0.7471196555336851,-0.6577648036410143,-0.09569578572918232,0.2780149337985842,-0.44000910414275196,0.853873342397139,-0.603754848345085,0.6113406999068447,0.5116078886581136
136,201.0995330810547,-229.89987182617188,-1496.7274169921875,-0.7376583089346922,-0.6722753316583097,-0.062498781614684126,0.28974574207567105,-0.3988109824737842,0.8700558632681661,-0.6098422945390299,0.6236951809193372,0.48897514976669965
137,198.3963623046875,-231.16778564453125,-1496.82275390625,-0.7392928237420138,-0.6695541134500506,-0.07171757055057491,0.2871174496874746,-0.40976362169397024,0.8658275488925039,-0.6091056483472471,0.6195087275401031,0.4951759744304261
138,199.55868530273438,-231.52883911132812,-1497.5927734375,-0.7399125091495347,-0.6686669744060839,-0.07357959053061705,0.28833223788938683,-0.4140589564676672,0.8633769172051129,-0.6077779194720204,0.6176080131503476,0.49916564654906115
139,164.3004608154297,-228.35858154296875,-1483.6544189453125,-0.5376443565548727,-0.8426574127784211,0.029445382562882726,0.41767073751992106,-0.23582674557318176,0.8774604840629161,-0.732454572573796,0.4840601520079292,0.4787442619539147
140,107.17304992675781,-226.3768768310547,-1495.1768798828125,-0.1558889795461224,-0.9869843686233604,0.03950293848836238,0.5123336939711883,-0.046599083647584395,0.8575212600425963,-0.8445192786893059,0.15391680056560475,0.5129296310662336
141,106.7937240600586,-227.0906982421875,-1495.8109130859375,-0.1498951297212465,-0.9883687452555332,0.025664634964352787,0.49999828939182356,-0.05338425123800801,0.8643794492727181,-0.8529555443814765,0.14239854325715565,0.5021847211805025
142,107.20496368408203,-226.60400390625,-1496.316162109375,-0.1471044829350019,-0.9887642849001623,0.02656049710183051,0.49711163948771453,-0.050690063090384256,0.8662046729207419,-0.8551258907238526,0.14062612278578784,0.4989829702544709
143,104.53630065917969,-228.37844848632812,-1495.4603271484375,-0.14643659086220975,-0.9890872126481944,0.016211435238100123,0.4938535657094994,-0.05889675938369067,0.8675481700574976,-0.8571260003597294,0.13504687152957293,0.49708888742096025
144,61.15001678466797,-279.5489501953125,-1657.3438720703125,0.003201405750497792,-0.9293755792723862,-0.3691216380183328,0.3525989584315042,-0.34436704543024416,0.8701064949387876,-0.9357690556511468,-0.13293746903623738,0.32659440260359696
145,,,,,,,,,,,,
146,,,,,,,,,,,,
