x,y,z,r1,r2,r3,r4,r5,r6,r7,r8,r9
0.13991749953814328,-0.30040062754663094,16.549564880714982,0.8885920569035626,-0.4521879217699149,0.07700805031489268,0.4411443731147357,0.8884565836774354,0.1266354649749701,-0.1256813370278282,-0.07855560021809638,0.9889556204386889
0.8301812425124461,-0.11815627071651068,16.43662675132527,0.8022978868219907,-0.5927026716553286,0.07086355772612535,0.5903123028716836,0.8054209092505327,0.05318405795325319,-0.08859732433486847,-0.0008378273575237842,0.9960671725170052
1.5832522083261351,-0.25153532478388624,16.357601594267923,0.72343282633517,-0.687345886914255,0.06481186251577653,0.6871977347078568,0.7259266935356077,0.0281017619527637,-0.06636429155123769,0.0242088280285527,0.9975017360648482
1.9933953706400944,-0.2182026366771294,16.32117295726398,0.7004125314715799,-0.7109205106862035,0.06335860828049038,0.7105607125521798,0.7029085742708505,0.03198452741340206,-0.06727376557701746,0.02261777403255661,0.9974781585392738
-0.2417936309472849,1.570587177664121,17.68877410217305,0.8298187404628352,-0.4368830826019363,-0.3471801119201722,0.557030462474354,0.6112194741923693,0.5622524506337087,-0.03343533837545204,-0.659957518711798,0.7505585597696464
-0.6758994807769829,-1.4715222144952724,11.948321413596247,0.8323796107762711,-0.5248052852556214,-0.17811119036071038,0.5533400487036116,0.7690326462810528,0.3200055928490092,-0.03096730638315305,-0.36492218557074185,0.9305228768889269
-1.7003515973497227,-0.39669672911556936,11.942760176638272,0.991112961489154,-0.1327098875705011,-0.00912048843120419,0.13079690735435415,0.9597437417851823,0.2485641147284014,-0.024233584025794907,-0.24754804754875842,0.9685725050609595
-3.3413781693961098,-1.0064440261858079,13.611747602700921,0.9246581883302679,-0.35436501448511076,-0.13940111643295425,0.3399915169391135,0.9331357318969761,-0.11689086476938743,0.17150219579710144,0.06068889821097403,0.9833126941470403
3.1785654874527602,2.0430808096136204,16.022202374137724,0.8519332964969396,-0.4961359848052602,0.1675074413307422,0.4812409478457139,0.8679065950721694,0.12306621123115871,-0.20643838896003874,-0.02423276318433302,0.978159478179318
-0.5514512931411184,1.6360313703698264,19.158364568244277,0.9585971935994235,-0.27074222316826296,0.08826136763735183,0.2433289434244748,0.9397798143945715,0.24001026175652068,-0.14792716354759872,-0.20859661802246782,0.9667497117839501
-1.2447693023573119,-1.2631819215098492,12.639722734949588,0.9990997926302775,-0.04001879018848224,0.014074828524239295,0.04237810565003941,0.9565820546151911,-0.2883658595425154,-0.001923675557520062,0.2887027350407853,0.9574168529184764
0.579115871863196,-1.6204529887271892,14.282784528087161,0.8022914300116958,-0.31880055303798444,0.5046728333410304,0.4690977540660905,0.8595561326531604,-0.20275737211872752,-0.3691554665177504,0.39941139468099524,0.839163142266773
2.259832477401094,-1.3346510992399578,13.692087451305513,0.9291957502415337,-0.3199965653839673,-0.18492554143637818,0.28586898815215916,0.9394131126565045,-0.18916110959147595,0.23425238386393,0.12290322172946486,0.964375766360076
0.8319480758503772,-1.5425943086387786,14.135302444542848,0.9416709012086012,-0.2621408257715069,-0.2110405204713379,0.22303854769593062,0.9557272073747103,-0.19193569580832925,0.25201134906720135,0.13367008845500883,0.9584480097500121
-2.1513870863354114,-2.832156882284269,14.689605740618326,0.6253735049856469,-0.7294557391730079,0.2771322858303012,0.7717342806088443,0.5256131121059808,-0.357990302264482,0.11547371733479737,0.4377501353167424,0.891650514290805
0.9941777995847435,1.8906874709205792,13.823305070074454,0.8004154003682397,-0.5947615905697059,0.07479195970386199,0.5903030587494189,0.7603404296385546,-0.27096997968066155,0.1042951853367673,0.26103846735692354,0.9596777755452701
0.7937384150671355,-2.228242434506298,13.318110508422157,0.8639451555918117,-0.4719698500568096,0.17562240394321255,0.49553740810562297,0.8588652363812247,-0.12958851378028996,-0.08967410605855791,0.19898483955612256,0.9758911764789262
-0.9279383819549822,0.0764909942776189,13.774515390863025,0.920406709569546,-0.35614330125130605,0.1612868189071348,0.38505052834736636,0.8972271939140232,-0.2161468323167886,-0.06773167352705416,0.26104656955223404,0.9629470956009136
